ID,Poet,Poetry,cleaned_text
1010,mohsin-naqvi,"tire badan se jo chhū kar idhar bhī aatā hai 
misāl-e-rañg vo jhoñkā nazar bhī aatā hai 
tamām shab jahāñ jaltā hai ik udaas diyā 
havā kī raah meñ ik aisā ghar bhī aatā hai 
vo mujh ko TuuT ke chāhegā chhoḌ jā.egā 
mujhe ḳhabar thī use ye hunar bhī aatā hai 
ujaaḌ ban meñ utartā hai ek jugnū bhī 
havā ke saath koī ham-safar bhī aatā hai 
vafā kī kaun sī manzil pe us ne chhoḌā thā 
ki vo to yaad hameñ bhuul kar bhī aatā hai 
jahāñ lahū ke samundar kī had Thahartī hai 
vahīñ jazīra-e-lāl-o-guhar bhī aatā hai 
chale jo zikr farishtoñ kī pārsā.ī kā 
to zer-e-bahs maqām-e-bashar bhī aatā hai 
abhī sināñ ko sambhāle raheñ adū mere 
ki un safoñ meñ kahīñ merā sar bhī aatā hai 
kabhī kabhī mujhe milne bulandiyoñ se koī 
shuā-e-sub.h kī sūrat utar bhī aatā hai 
isī liye maiñ kisī shab na so sakā 'mohsin' 
vo māhtāb kabhī baam par bhī aatā hai","tire badan se jo chhu kar idhar bhi aata hai 
misal-e-rang vo jhonka nazar bhi aata hai 
tamam shab jahan jalta hai ik udaas diya 
hava ki raah men ik aisa ghar bhi aata hai 
vo mujh ko TuuT ke chahega chhoḌ jaega 
mujhe khabar thi use ye hunar bhi aata hai 
ujaaḌ ban men utarta hai ek jugnu bhi 
hava ke saath koi ham-safar bhi aata hai 
vafa ki kaun si manzil pe us ne chhoḌa tha 
ki vo to yaad hamen bhuul kar bhi aata hai 
jahan lahu ke samundar ki had Thaharti hai 
vahin jazira-e-lal-o-guhar bhi aata hai 
chale jo zikr farishton ki parsai ka 
to zer-e-bahs maqam-e-bashar bhi aata hai 
abhi sinan ko sambhale rahen adu mere 
ki un safon men kahin mera sar bhi aata hai 
kabhi kabhi mujhe milne bulandiyon se koi 
shua-e-subh ki surat utar bhi aata hai 
isi liye main kisi shab na so saka 'mohsin' 
vo mahtab kabhi baam par bhi aata hai"
1011,mohsin-naqvi,"ujaḌ ujaḌ ke sañvartī hai tere hijr kī shaam 
na pūchh kaise guzartī hai tere hijr kī shaam 
ye barg barg udāsī bikhar rahī hai mirī 
ki shāḳh shāḳh utartī hai tere hijr kī shaam 
ujaaḌ ghar meñ koī chāñd kab utartā hai 
savāl mujh se ye kartī hai tere hijr kī shaam 
mire safar meñ ik aisā bhī moḌ aatā hai 
jab apne aap se Dartī hai tere hijr kī shaam 
bahut aziiz haiñ dil ko ye zaḳhm zaḳhm ruteñ 
inhī rutoñ meñ nikhartī hai tere hijr kī shaam 
ye merā dil ye sarāsar nigār-ḳhāna-e-ġham 
sadā isī meñ utartī hai tere hijr kī shaam 
jahāñ jahāñ bhī mileñ terī qurbatoñ ke nishāñ 
vahāñ vahāñ se ubhartī hai tere hijr kī shaam 
ye hādisa tujhe shāyad udaas kar degā 
ki mere saath hī martī hai tere hijr kī shaam","ujaḌ ujaḌ ke sanvarti hai tere hijr ki shaam 
na puchh kaise guzarti hai tere hijr ki shaam 
ye barg barg udasi bikhar rahi hai miri 
ki shakh shakh utarti hai tere hijr ki shaam 
ujaaḌ ghar men koi chand kab utarta hai 
saval mujh se ye karti hai tere hijr ki shaam 
mire safar men ik aisa bhi moḌ aata hai 
jab apne aap se Darti hai tere hijr ki shaam 
bahut aziiz hain dil ko ye zakhm zakhm ruten 
inhi ruton men nikharti hai tere hijr ki shaam 
ye mera dil ye sarasar nigar-khana-e-gham 
sada isi men utarti hai tere hijr ki shaam 
jahan jahan bhi milen teri qurbaton ke nishan 
vahan vahan se ubharti hai tere hijr ki shaam 
ye hadisa tujhe shayad udaas kar dega 
ki mere saath hi marti hai tere hijr ki shaam"
1012,mohsin-naqvi,"ujḌe hue logoñ se gurezāñ na huā kar 
hālāt kī qabroñ ke ye katbe bhī paḌhā kar 
kyā jāniye kyuuñ tez havā soch meñ gum hai 
ḳhvābīda parindoñ ko daraḳhtoñ se uḌā kar 
us shaḳhs ke tum se bhī marāsim haiñ to hoñge 
vo jhuuT na bolegā mire sāmne aa kar 
har vaqt kā hañsnā tujhe barbād na kar de 
tanhā.ī ke lamhoñ meñ kabhī ro bhī liyā kar 
vo aaj bhī sadiyoñ kī masāfat pe khaḌā hai 
DhūñDā thā jise vaqt kī dīvār girā kar 
ai dil tujhe dushman kī bhī pahchān kahāñ hai 
tū halqa-e-yārāñ meñ bhī mohtāt rahā kar 
is shab ke muqaddar meñ sahar hī nahīñ 'mohsin' 
dekhā hai ka.ī baar charāġhoñ ko bujhā kar","ujḌe hue logon se gurezan na hua kar 
halat ki qabron ke ye katbe bhi paḌha kar 
kya janiye kyuun tez hava soch men gum hai 
khvabida parindon ko darakhton se uḌa kar 
us shakhs ke tum se bhi marasim hain to honge 
vo jhuuT na bolega mire samne aa kar 
har vaqt ka hansna tujhe barbad na kar de 
tanhai ke lamhon men kabhi ro bhi liya kar 
vo aaj bhi sadiyon ki masafat pe khaḌa hai 
DhunDa tha jise vaqt ki divar gira kar 
ai dil tujhe dushman ki bhi pahchan kahan hai 
tu halqa-e-yaran men bhi mohtat raha kar 
is shab ke muqaddar men sahar hi nahin 'mohsin' 
dekha hai kai baar charaghon ko bujha kar"
1013,mohsin-naqvi,"vo dilāvar jo siyah shab ke shikārī nikle 
vo bhī chaḌhte hue sūraj ke pujārī nikle 
sab ke hoñToñ pe mire ba.ad haiñ bāteñ merī 
mere dushman mire lafzoñ ke bhikārī nikle 
ik janāza uThā maqtal meñ ajab shaan ke saath 
jaise saj kar kisī fāteh kī savārī nikle 
ham ko har daur kī gardish ne salāmī dī hai 
ham vo patthar haiñ jo har daur meñ bhārī nikle 
aks koī ho ḳhad-o-ḳhāl tumhāre dekhūñ 
bazm koī ho magar baat tumhārī nikle 
apne dushman se maiñ be-vaj.h ḳhafā thā 'mohsin' 
mere qātil to mire apne havārī nikle","vo dilavar jo siyah shab ke shikari nikle 
vo bhi chaḌhte hue suraj ke pujari nikle 
sab ke honTon pe mire baad hain baten meri 
mere dushman mire lafzon ke bhikari nikle 
ik janaza uTha maqtal men ajab shaan ke saath 
jaise saj kar kisi fateh ki savari nikle 
ham ko har daur ki gardish ne salami di hai 
ham vo patthar hain jo har daur men bhari nikle 
aks koi ho khad-o-khal tumhare dekhun 
bazm koi ho magar baat tumhari nikle 
apne dushman se main be-vajh khafa tha 'mohsin' 
mere qatil to mire apne havari nikle"
1014,mohsin-naqvi,"ye dil ye pāgal dil mirā kyuuñ bujh gayā āvārgī 
is dasht meñ ik shahr thā vo kyā huā āvārgī 
kal shab mujhe be-shakl kī āvāz ne chauñkā diyā 
maiñ ne kahā tū kaun hai us ne kahā āvārgī 
logo bhalā is shahr meñ kaise jiyeñge ham jahāñ 
ho jurm tanhā sochnā lekin sazā āvārgī 
ye dard kī tanhā.iyāñ ye dasht kā vīrāñ safar 
ham log to uktā ga.e apnī sunā āvārgī 
ik ajnabī jhoñke ne jab pūchhā mire ġham kā sabab 
sahrā kī bhīgī ret par maiñ ne likhā āvārgī 
us samt vahshī ḳhvāhishoñ kī zad meñ paimān-e-vafā 
us samt lahroñ kī dhamak kachchā ghaḌā āvārgī 
kal raat tanhā chāñd ko dekhā thā maiñ ne ḳhvāb meñ 
'mohsin' mujhe raas aa.egī shāyad sadā āvārgī","ye dil ye pagal dil mira kyuun bujh gaya avargi 
is dasht men ik shahr tha vo kya hua avargi 
kal shab mujhe be-shakl ki avaz ne chaunka diya 
main ne kaha tu kaun hai us ne kaha avargi 
logo bhala is shahr men kaise jiyenge ham jahan 
ho jurm tanha sochna lekin saza avargi 
ye dard ki tanhaiyan ye dasht ka viran safar 
ham log to ukta gae apni suna avargi 
ik ajnabi jhonke ne jab puchha mire gham ka sabab 
sahra ki bhigi ret par main ne likha avargi 
us samt vahshi khvahishon ki zad men paiman-e-vafa 
us samt lahron ki dhamak kachcha ghaḌa avargi 
kal raat tanha chand ko dekha tha main ne khvab men 
'mohsin' mujhe raas aaegi shayad sada avargi"
1015,mohsin-naqvi,"ye kah ga.e haiñ musāfir luTe gharoñ vaale 
Dareñ havā se parinde khule paroñ vaale 
ye mere dil kī havas dasht-e-be-karāñ jaisī 
vo terī aañkh ke tevar samundaroñ vaale 
havā ke haath meñ kaase haiñ zard pattoñ ke 
kahāñ ga.e vo saḳhī sabz chādaroñ vaale 
kahāñ mileñge vo agle dinoñ ke shahzāde 
pahan ke tan pe libāde gadāgaroñ vaale 
pahāḌiyoñ meñ ghire ye bujhe bujhe raste 
kabhī idhar se guzarte the lashkaroñ vaale 
unhī pe ho kabhī nāzil azaab aag ajal 
vahī nagar kabhī Thahreñ payambaroñ vaale 
tire supurd karūñ ā.īne muqaddar ke 
idhar to aa mire ḳhush-rañg pattharoñ vaale 
kisī ko dekh ke chup chup se kyuuñ hue 'mohsin' 
kahāñ ga.e vo irāde suḳhan-varoñ vaale","ye kah gae hain musafir luTe gharon vaale 
Daren hava se parinde khule paron vaale 
ye mere dil ki havas dasht-e-be-karan jaisi 
vo teri aankh ke tevar samundaron vaale 
hava ke haath men kaase hain zard patton ke 
kahan gae vo sakhi sabz chadaron vaale 
kahan milenge vo agle dinon ke shahzade 
pahan ke tan pe libade gadagaron vaale 
pahaḌiyon men ghire ye bujhe bujhe raste 
kabhi idhar se guzarte the lashkaron vaale 
unhi pe ho kabhi nazil azaab aag ajal 
vahi nagar kabhi Thahren payambaron vaale 
tire supurd karun aine muqaddar ke 
idhar to aa mire khush-rang pattharon vaale 
kisi ko dekh ke chup chup se kyuun hue 'mohsin' 
kahan gae vo irade sukhan-varon vaale"
1016,mohsin-naqvi,"zabāñ rakhtā huuñ lekin chup khaḌā huuñ 
maiñ āvāzoñ ke ban meñ ghir gayā huuñ 
mire ghar kā darīcha pūchhtā hai 
maiñ saarā din kahāñ phirtā rahā huuñ 
mujhe mere sivā sab log samjheñ 
maiñ apne aap se kam boltā huuñ 
sitāroñ se hasad kī intihā hai 
maiñ qabroñ par charāġhāñ kar rahā huuñ 
sambhal kar ab havāoñ se ulajhnā 
maiñ tujh se pesh-tar bujhne lagā huuñ 
mirī qurbat se kyuuñ ḳhā.if hai duniyā 
samundar huuñ maiñ ḳhud meñ gūñjtā huuñ 
mujhe kab tak sameTegā vo 'mohsin' 
maiñ andar se bahut TuuTā huā huuñ","zaban rakhta huun lekin chup khaḌa huun 
main avazon ke ban men ghir gaya huun 
mire ghar ka daricha puchhta hai 
main saara din kahan phirta raha huun 
mujhe mere siva sab log samjhen 
main apne aap se kam bolta huun 
sitaron se hasad ki intiha hai 
main qabron par charaghan kar raha huun 
sambhal kar ab havaon se ulajhna 
main tujh se pesh-tar bujhne laga huun 
miri qurbat se kyuun khaif hai duniya 
samundar huun main khud men gunjta huun 
mujhe kab tak sameTega vo 'mohsin' 
main andar se bahut TuuTa hua huun"
1017,mohsin-naqvi,"zaḳhm ke phuul se taskīn talab kartī hai 
ba.az auqāt mirī ruuh ġhazab kartī hai 
jo tirī zulf se utre hoñ mire āñgan meñ 
chāñdnī aise añdheroñ kā adab kartī hai 
apne insāf kī zanjīr na dekho ki yahāñ 
muflisī zehn kī fariyād bhī kab kartī hai 
sehn-e-gulshan meñ havāoñ kī sadā ġhaur se sun 
har kalī mātam-e-sad-jashn-e-tarab kartī hai 
sirf din Dhalne pe mauqūf nahīñ hai 'mohsin' 
zindagī zulf ke saa.e meñ bhī shab kartī hai","zakhm ke phuul se taskin talab karti hai 
baaz auqat miri ruuh ghazab karti hai 
jo tiri zulf se utre hon mire angan men 
chandni aise andheron ka adab karti hai 
apne insaf ki zanjir na dekho ki yahan 
muflisi zehn ki fariyad bhi kab karti hai 
sehn-e-gulshan men havaon ki sada ghaur se sun 
har kali matam-e-sad-jashn-e-tarab karti hai 
sirf din Dhalne pe mauquf nahin hai 'mohsin' 
zindagi zulf ke saae men bhi shab karti hai"
1018,mohsin-naqvi,"zikr-e-shab-e-firāq se vahshat use bhī thī 
merī tarah kisī se mohabbat use bhī thī 
mujh ko bhī shauq thā na.e chehroñ kī diid kā 
rasta badal ke chalne kī aadat use bhī thī 
is raat der tak vo rahā mahv-e-guftugū 
masrūf maiñ bhī kam thā farāġhat use bhī thī 
mujh se bichhaḌ ke shahr meñ ghul-mil gayā vo shaḳhs 
hālāñki shahr-bhar se adāvat use bhī thī 
vo mujh se baḌh ke zabt kā aadī thā jī gayā 
varna har ek saañs qayāmat use bhī thī 
suntā thā vo bhī sab se purānī kahāniyāñ 
shāyad rafāqatoñ kī zarūrat use bhī thī 
tanhā huā safar meñ to mujh pe khulā ye bhed 
saa.e se pyaar dhuup se nafrat use bhī thī 
'mohsin' maiñ us se kah na sakā yuuñ bhī haal dil 
darpesh ek taaza musībat use bhī thī","zikr-e-shab-e-firaq se vahshat use bhi thi 
meri tarah kisi se mohabbat use bhi thi 
mujh ko bhi shauq tha nae chehron ki diid ka 
rasta badal ke chalne ki aadat use bhi thi 
is raat der tak vo raha mahv-e-guftugu 
masruf main bhi kam tha faraghat use bhi thi 
mujh se bichhaḌ ke shahr men ghul-mil gaya vo shakhs 
halanki shahr-bhar se adavat use bhi thi 
vo mujh se baḌh ke zabt ka aadi tha ji gaya 
varna har ek saans qayamat use bhi thi 
sunta tha vo bhi sab se purani kahaniyan 
shayad rafaqaton ki zarurat use bhi thi 
tanha hua safar men to mujh pe khula ye bhed 
saae se pyaar dhuup se nafrat use bhi thi 
'mohsin' main us se kah na saka yuun bhi haal dil 
darpesh ek taaza musibat use bhi thi"
1019,naji-shakir,"ai sabā kah bahār kī bāteñ 
is but-e-gul-ezār kī bāteñ 
kis pe chhoḌe nigāh kā shahbāz 
kyā kare hai shikār kī bāteñ 
mehrbānī siiñ yā hoñ ġhusse siiñ 
pyārī lagtī haiñ yaar kī bāteñ 
chhoḌte kab haiñ naqd-e-dil kuuñ sanam 
jab ye karte haiñ pyaar kī bāteñ 
pūchhiye kuchh kaheñ haiñ kuchh 'nājī' 
aa paḌīñ rozgār kī bāteñ","ai saba kah bahar ki baten 
is but-e-gul-ezar ki baten 
kis pe chhoḌe nigah ka shahbaz 
kya kare hai shikar ki baten 
mehrbani siin ya hon ghusse siin 
pyari lagti hain yaar ki baten 
chhoḌte kab hain naqd-e-dil kuun sanam 
jab ye karte hain pyaar ki baten 
puchhiye kuchh kahen hain kuchh 'naji' 
aa paḌin rozgar ki baten"
1020,naji-shakir,"dekh mohan tirī kamar kī taraf 
phir gayā maanī apne ghar kī taraf 
jin ne dekhe tire lab-e-shīrīñ 
nazar us kī nahīñ shakar kī taraf 
hai muhāl un kā daam meñ aanā 
dil hai maa.il butāñ kā zar kī taraf 
tere ruḳhsār kī safā.ī dekh 
chashm daanā kī na.iiñ guhar kī taraf 
haiñ ḳhushāmad-talab sab ahl-e-duval 
ġhaur karte na.iiñ hunar kī taraf 
māh-rū ne safar kiyā hai jidhar 
dil mirā hai usī nagar kī taraf 
hashr meñ pāk-bāz hai 'nājī' 
bad-amal jā.eñge saqar kī taraf","dekh mohan tiri kamar ki taraf 
phir gaya maani apne ghar ki taraf 
jin ne dekhe tire lab-e-shirin 
nazar us ki nahin shakar ki taraf 
hai muhal un ka daam men aana 
dil hai maail butan ka zar ki taraf 
tere rukhsar ki safai dekh 
chashm daana ki naiin guhar ki taraf 
hain khushamad-talab sab ahl-e-duval 
ghaur karte naiin hunar ki taraf 
mah-ru ne safar kiya hai jidhar 
dil mira hai usi nagar ki taraf 
hashr men pak-baz hai 'naji' 
bad-amal jaenge saqar ki taraf"
1021,naji-shakir,"dekhī bahār ham ne kal zor mai-kade meñ 
hañsne siiñ us sajan ke thā shor mai-kade meñ 
the josh-e-mul siiñ aisī shorish meñ daaġh dil ke 
goyā ki kūdte haiñ ye mor mai-kade meñ 
phandā rakhā thā maiñ ne shāyad ki vo parī-rū 
dekhe to paas mere ho daur mai-kade meñ 
hai aarzū ki hamdam vo māh-rū ho merā 
de shaam siiñ jo pyāla ho bhor mai-kade meñ 
saaqī vahī hai merā 'nājī' ki gar marūñ maiñ 
mujh vāste banā de jā gor mai-kade meñ","dekhi bahar ham ne kal zor mai-kade men 
hansne siin us sajan ke tha shor mai-kade men 
the josh-e-mul siin aisi shorish men daagh dil ke 
goya ki kudte hain ye mor mai-kade men 
phanda rakha tha main ne shayad ki vo pari-ru 
dekhe to paas mere ho daur mai-kade men 
hai aarzu ki hamdam vo mah-ru ho mera 
de shaam siin jo pyala ho bhor mai-kade men 
saaqi vahi hai mera 'naji' ki gar marun main 
mujh vaste bana de ja gor mai-kade men"
1022,naji-shakir,"dil kā khoj na paayā hargiz dekhā khol jo qabroñ ko 
jiite jī DhūñDe so paave ḳhabar karo be-ḳhabroñ ko 
toshak baalā posh razā.ī hai bhūle majnūñ barsoñ tak 
jab dikhlāve zulf sajan kī ban meñ aavte abroñ ko 
kāfir nafas har ek kā tarsā zar kuuñ paayā baḳhtoñ siiñ 
ātish kī puujā meñ guzrī umr tamām un gabroñ ko 
mard jo aajiz ho tan man siiñ kahe ḳhush-āmad bāvar kar 
mohtājī kā ḳhāsā hai rubāh kare hai babroñ ko 
vaadā chuuk phir aayā 'nājī' dars kī ḳhātir phaḌke mat 
chhūT gale tere ai zālim sabr kahāñ be-sabroñ ko","dil ka khoj na paaya hargiz dekha khol jo qabron ko 
jiite ji DhunDe so paave khabar karo be-khabron ko 
toshak baala posh razai hai bhule majnun barson tak 
jab dikhlave zulf sajan ki ban men aavte abron ko 
kafir nafas har ek ka tarsa zar kuun paaya bakhton siin 
atish ki puuja men guzri umr tamam un gabron ko 
mard jo aajiz ho tan man siin kahe khush-amad bavar kar 
mohtaji ka khasa hai rubah kare hai babron ko 
vaada chuuk phir aaya 'naji' dars ki khatir phaḌke mat 
chhuT gale tere ai zalim sabr kahan be-sabron ko"
1023,naji-shakir,"kamar kī baat sunte haiñ ye kuchh paa.ī nahīñ jaatī 
kahe haiñ baat aisī ḳhayāl meñ mere nahīñ aatī 
jo chāho sair-e-dariyā vaqf hai mujh chashm kī kashtī 
har ek mū-e-palak merā hai goyā ghaaT ḳhairātī 
ba-rañg us ke nahīñ mahbūb dil rone ko āshiq ke 
sa.ādat ḳhaañ hai laḌkā vaz.a kar letā hai barsātī 
jo koī aslī hai ThanDā garm yāqūtī meñ kyūñkar ho 
na laave taab tere lab kī jo nāmard hai zaatī 
na dekhā baaġh meñ nargis niiñ tujh kuuñ sharm jaane siiñ 
isī ġham meñ huī hai sar-nigūñ vo vaqt nahīñ paatī 
kahāñ mumkin hai 'nājī' sā ki taqvā aur salāh aave 
nigāh-e-mast-e-ḳhūbāñ vo nahīñ letā ḳharābātī","kamar ki baat sunte hain ye kuchh paai nahin jaati 
kahe hain baat aisi khayal men mere nahin aati 
jo chaho sair-e-dariya vaqf hai mujh chashm ki kashti 
har ek mu-e-palak mera hai goya ghaaT khairati 
ba-rang us ke nahin mahbub dil rone ko ashiq ke 
saadat khaan hai laḌka vaza kar leta hai barsati 
jo koi asli hai ThanDa garm yaquti men kyunkar ho 
na laave taab tere lab ki jo namard hai zaati 
na dekha baagh men nargis niin tujh kuun sharm jaane siin 
isi gham men hui hai sar-nigun vo vaqt nahin paati 
kahan mumkin hai 'naji' sa ki taqva aur salah aave 
nigah-e-mast-e-khuban vo nahin leta kharabati"
1024,naji-shakir,"lab-e-shīrīñ hai misrī yūsuf-e-sānī hai ye laḌkā 
na chhoḌegā merā dil chāh-e-kan.ānī hai ye laḌkā 
liyā bosa kisī ne aur garebāñ-gīr hai merā 
Dubāyā chāhtā hai sab ko tūfānī hai ye laḌkā 
sar uupar laal chīrā aur dahan juuñ ġhuncha-e-rañgīñ 
bahār-e-mudda.ā lāl-e-badḳhshānī hai ye laḌkā 
qayāmat hai jhamak baazū ke tāvīz-e-talā.ī kī 
hisār-e-husn kuuñ qaa.im kiyā baanī hai ye laḌkā 
hue rū-posh us kā husn dekh anjum ke juuñ ḳhūbāñ 
chamaktā hai ba-rañg-mehr nūrānī hai ye laḌkā 
qayāmat qāmat us kā jin ne dekhā so huā bismil 
magar sar tā qadam teġh-e-sulemānī hai ye laḌkā 
maiñ apnā jaan o dil qurbāñ karūñ uus par setī 'nājī' 
jise dekheñ siiñ hue iid ramzānī hai ye laḌkā","lab-e-shirin hai misri yusuf-e-sani hai ye laḌka 
na chhoḌega mera dil chah-e-kanani hai ye laḌka 
liya bosa kisi ne aur gareban-gir hai mera 
Dubaya chahta hai sab ko tufani hai ye laḌka 
sar uupar laal chira aur dahan juun ghuncha-e-rangin 
bahar-e-muddaa lal-e-badkhshani hai ye laḌka 
qayamat hai jhamak baazu ke taviz-e-talai ki 
hisar-e-husn kuun qaaim kiya baani hai ye laḌka 
hue ru-posh us ka husn dekh anjum ke juun khuban 
chamakta hai ba-rang-mehr nurani hai ye laḌka 
qayamat qamat us ka jin ne dekha so hua bismil 
magar sar ta qadam tegh-e-sulemani hai ye laḌka 
main apna jaan o dil qurban karun uus par seti 'naji' 
jise dekhen siin hue iid ramzani hai ye laḌka"
1025,naji-shakir,"mah-ruḳhāñ kī jo mehrbānī hai 
ye madad mujh pe āsmānī hai 
rashk siiñ us ke saaf chehre ke 
chashm par aa.ine kī paanī hai 
daam meñ bul-havas ke aayā na.iiñ 
kyuuñ ki ye baaz āshyānī hai 
charb hai sham.a par jamāl us kā 
sham.a kī raushnī zabānī hai 
us ke ruḳhsār dekh jiitā huuñ 
aarzī merī zindagānī hai 
sirf sūrat kā band na.iiñ 'nājī' 
āshiq-e-sāhab-e-ma.ānī hai","mah-rukhan ki jo mehrbani hai 
ye madad mujh pe asmani hai 
rashk siin us ke saaf chehre ke 
chashm par aaine ki paani hai 
daam men bul-havas ke aaya naiin 
kyuun ki ye baaz ashyani hai 
charb hai shama par jamal us ka 
shama ki raushni zabani hai 
us ke rukhsar dekh jiita huun 
aarzi meri zindagani hai 
sirf surat ka band naiin 'naji' 
ashiq-e-sahab-e-maani hai"
1026,naji-shakir,"tere bhaa.ī ko chāhā ab terī kartā huuñ pā-bosī 
mujhe sartāj kar rakh jaan meñ āshiq huuñ maurūsī 
rafū kar de haiñ aisā pyaar jo āshiq haiñ yaksū siiñ 
phaḌā kar aur siiñ shaal apnī kahtā hai mujhe tū sī 
huā maḳhfī mazā ab shāhidī siiñ shahad kī zāhir 
magar zambūr ne shīrīnī un hoñToñ kī jā chūsī 
kise ye taab jo us kī tajallī meñ rahe Thahrā 
rumūz-e-taur laatī hai sajan terī kamar mū sī 
samātā na.iiñ izaar apne meñ abtar dekh rañg us kā 
kare kim-ḳhvāb so jaane kī yuuñ paate haiñ jāsūsī 
ba-rañg-e-sham.a kyuuñ yāqūb kī āñkheñ nahīñ raushan 
zamāne meñ sunā yūsuf kā pairāhan thā fānūsī 
na chhoḌūñ us lab-e-irfāñ ko 'nājī' aur luTā duuñ sab 
mile gar mujh ko mulk-e-ḳhusravī aur tāj-e-kā.ūsī","tere bhaai ko chaha ab teri karta huun pa-bosi 
mujhe sartaj kar rakh jaan men ashiq huun maurusi 
rafu kar de hain aisa pyaar jo ashiq hain yaksu siin 
phaḌa kar aur siin shaal apni kahta hai mujhe tu si 
hua makhfi maza ab shahidi siin shahad ki zahir 
magar zambur ne shirini un honTon ki ja chusi 
kise ye taab jo us ki tajalli men rahe Thahra 
rumuz-e-taur laati hai sajan teri kamar mu si 
samata naiin izaar apne men abtar dekh rang us ka 
kare kim-khvab so jaane ki yuun paate hain jasusi 
ba-rang-e-shama kyuun yaqub ki ankhen nahin raushan 
zamane men suna yusuf ka pairahan tha fanusi 
na chhoḌun us lab-e-irfan ko 'naji' aur luTa duun sab 
mile gar mujh ko mulk-e-khusravi aur taj-e-kausi"
1027,naji-shakir,"ye daur guzrā kabhī na dekhīñ piyā kī añkhiyāñ ḳhumār-matiyāñ 
kahe the mardum sharābī un kuuñ nikal ga.iiñ apnī de ġhalatiyāñ 
sivā.e gul ke vo shoḳh añkhiyāñ kisī taraf ko nahīñ haiñ rāġhib 
to barg-e-nargis upar bajā hai likhūñ jo apne sajan kuuñ patiyāñ 
sanam kī zulfāñ ko hijr meñ ab ga.e haiñ mujh nain haiñ ḳhvāb rāhat 
lage hai kāñTā nazar meñ sonā kaTeñgī kaise ye kaalī ratiyāñ 
jo sham.a-rū ke do lab haiñ shīrīñ to sabza-e-ḳhat bajā hai us par 
zamīn pakḌī hai tūtiyoñ ne sunīñ jo mīThī piyā kī batiyāñ 
ḳhayāl kar kar bhaTak rahā huuñ nazar jo aa.e tevar haiñ bāñke 
banāo bantā nahīñ hai 'nājī' jo us sajan ko lagā.ūñ chhatiyāñ","ye daur guzra kabhi na dekhin piya ki ankhiyan khumar-matiyan 
kahe the mardum sharabi un kuun nikal gaiin apni de ghalatiyan 
sivae gul ke vo shokh ankhiyan kisi taraf ko nahin hain raghib 
to barg-e-nargis upar baja hai likhun jo apne sajan kuun patiyan 
sanam ki zulfan ko hijr men ab gae hain mujh nain hain khvab rahat 
lage hai kanTa nazar men sona kaTengi kaise ye kaali ratiyan 
jo shama-ru ke do lab hain shirin to sabza-e-khat baja hai us par 
zamin pakḌi hai tutiyon ne sunin jo miThi piya ki batiyan 
khayal kar kar bhaTak raha huun nazar jo aae tevar hain banke 
banao banta nahin hai 'naji' jo us sajan ko lagaun chhatiyan"
1028,naji-shakir,"zikr har sub.h o shaam hai terā 
vird-e-āshiq kuuñ naam hai terā 
mat kar āzād dām-e-zulf siiñ dil 
bāl-bāñdhā ġhulām hai terā 
lashkar-e-ġham ne dil siiñ kuuch kiyā 
jab se is meñ maqām hai terā 
jām-e-mai kā pilānā hai be-rañg 
shauq jin kuuñ mudām hai terā 
aaj 'nājī' se ram na kar ai shoḳh 
dekh muddat siiñ raam hai terā","zikr har subh o shaam hai tera 
vird-e-ashiq kuun naam hai tera 
mat kar azad dam-e-zulf siin dil 
bal-bandha ghulam hai tera 
lashkar-e-gham ne dil siin kuuch kiya 
jab se is men maqam hai tera 
jam-e-mai ka pilana hai be-rang 
shauq jin kuun mudam hai tera 
aaj 'naji' se ram na kar ai shokh 
dekh muddat siin raam hai tera"
1029,naseer-turabi,"dard kī dhuup se chehre ko nikhar jaanā thā 
aa.ina dekhne vaale tujhe mar jaanā thā 
raah meñ aise nuqūsh-e-kaf-e-pā bhī aa.e 
maiñ ne dānista jinheñ gard-e-safar jaanā thā 
vahm-o-idrāk ke har moḌ pe sochā maiñ ne 
tū kahāñ hai mire hamrāh agar jaanā thā 
āgahī zaḳhm-e-nazāra na banī thī jab tak 
maiñ ne har shaḳhs ko mahbūb-e-nazar jaanā thā 
qurbateñ ret kī dīvār haiñ gir saktī haiñ 
mujh ko ḳhud apne hī saa.e meñ Thahar jaanā thā 
tū ki vo tez havā jis kī tamannā be-sūd 
maiñ ki vo ḳhaak jise ḳhud hī bikhar jaanā thā 
aañkh vīrān sahī phir bhī añdheroñ ko 'nasīr' 
raushnī ban ke mire dil meñ utar jaanā thā","dard ki dhuup se chehre ko nikhar jaana tha 
aaina dekhne vaale tujhe mar jaana tha 
raah men aise nuqush-e-kaf-e-pa bhi aae 
main ne danista jinhen gard-e-safar jaana tha 
vahm-o-idrak ke har moḌ pe socha main ne 
tu kahan hai mire hamrah agar jaana tha 
agahi zakhm-e-nazara na bani thi jab tak 
main ne har shakhs ko mahbub-e-nazar jaana tha 
qurbaten ret ki divar hain gir sakti hain 
mujh ko khud apne hi saae men Thahar jaana tha 
tu ki vo tez hava jis ki tamanna be-sud 
main ki vo khaak jise khud hi bikhar jaana tha 
aankh viran sahi phir bhi andheron ko 'nasir' 
raushni ban ke mire dil men utar jaana tha"
